student_code,skill_name
STU000238,JavaScript
STU000238,Kubernetes
STU000238,Node.js
STU000239,Node.js
STU000239,Data Visualization
STU000239,AWS
STU000239,System Design
STU000241,React
STU000241,Machine Learning
STU000241,Tableau
STU000241,Go
STU000241,Docker
STU000241,Deep Learning
STU000242,React
STU000242,Spark
STU000242,NLP
STU000242,Statistics
STU000242,System Design
STU000242,Deep Learning
STU000244,Go
STU000244,Problem Solving
STU000244,System Design
STU000244,Financial Modeling
STU000244,Machine Learning
STU000244,Java
STU000246,Communication
STU000246,Go
STU000246,Spark
STU000247,Docker
STU000247,System Design
STU000247,Azure
STU000247,Problem Solving
STU000247,Go
STU000247,Kubernetes
STU000248,Python
STU000248,NLP
STU000248,Excel
STU000248,SQL
STU000248,Communication
STU000251,Docker
STU000251,JavaScript
STU000251,Statistics
STU000251,Kubernetes
STU000251,Python
STU000253,System Design
STU000253,AWS
STU000253,Kubernetes
STU000253,Deep Learning
STU000255,AWS
STU000255,Azure
STU000255,Statistics
STU000255,Deep Learning
STU000256,Communication
STU000256,AWS
STU000256,Java
STU000256,Python
STU000257,Node.js
STU000257,AWS
STU000257,React
STU000257,NLP
STU000261,NLP
STU000261,Deep Learning
STU000261,Machine Learning
STU000263,Data Visualization
STU000263,AWS
STU000263,Communication
STU000263,NLP
STU000263,System Design
STU000265,Python
STU000265,React
STU000265,Spark
STU000269,Power BI
STU000269,Communication
STU000269,Docker
STU000270,Kubernetes
STU000270,Docker
STU000270,Power BI
STU000271,Excel
STU000271,Docker
STU000271,Tableau
STU000271,Financial Modeling
STU000271,Communication
STU000271,Problem Solving
STU000272,Go
STU000272,JavaScript
STU000272,AWS
STU000272,Excel
STU000272,SQL
STU000272,Python
STU000273,Node.js
STU000273,React
STU000273,Go
STU000275,Docker
STU000275,React
STU000275,Azure
STU000275,Deep Learning
STU000275,Kubernetes
STU000279,SQL
STU000279,Financial Modeling
STU000279,AWS
STU000281,Data Visualization
STU000281,Azure
STU000281,JavaScript
STU000281,C++
STU000281,Statistics
STU000282,AWS
STU000282,Deep Learning
STU000282,System Design
STU000282,React
STU000284,Docker
STU000284,JavaScript
STU000284,Java
STU000284,SQL
STU000286,Deep Learning
STU000286,AWS
STU000286,Java
STU000287,Node.js
STU000287,Java
STU000287,Docker
STU000287,System Design
STU000287,SQL
STU000288,C++
STU000288,Docker
STU000288,Data Visualization
STU000289,Deep Learning
STU000289,SQL
STU000289,Spark
STU000289,Java
STU000289,Node.js
STU000292,Go
STU000292,Docker
STU000292,Machine Learning
STU000296,Deep Learning
STU000296,Power BI
STU000296,Data Visualization
STU000296,System Design
STU000297,Excel
STU000297,Communication
STU000297,Spark
STU000297,Deep Learning
STU000297,Tableau
STU000299,Spark
STU000299,Kubernetes
STU000299,Financial Modeling
STU000299,SQL
STU000299,Excel
STU000299,Node.js
STU000302,Docker
STU000302,C++
STU000302,Kubernetes
STU000305,Java
STU000305,Power BI
STU000305,System Design
STU000305,Statistics
STU000309,Machine Learning
STU000309,Financial Modeling
STU000309,Python
STU000309,Power BI
STU000309,Tableau
STU000311,Statistics
STU000311,Java
STU000311,Python
STU000311,Docker
STU000313,AWS
STU000313,Communication
STU000313,Python
STU000313,Kubernetes
STU000313,Tableau
STU000313,SQL
STU000314,Docker
STU000314,Kubernetes
STU000314,Node.js
STU000314,React
STU000314,Tableau
STU000314,Problem Solving
STU000316,React
STU000316,Java
STU000316,C++
STU000316,System Design
STU000316,Power BI
STU000316,NLP
STU000317,JavaScript
STU000317,System Design
STU000317,SQL
STU000317,Power BI
STU000317,Go
STU000317,Tableau
STU000320,C++
STU000320,Power BI
STU000320,Spark
STU000320,Python
STU000320,Kubernetes
STU000320,AWS
STU000324,Python
STU000324,Kubernetes
STU000324,Data Visualization
STU000324,C++
STU000324,React
STU000324,Deep Learning
STU000325,Statistics
STU000325,Data Visualization
STU000325,Azure
STU000326,Financial Modeling
STU000326,Node.js
STU000326,Kubernetes
STU000327,Node.js
STU000327,Financial Modeling
STU000327,SQL
STU000327,Spark
STU000327,Deep Learning
STU000329,Financial Modeling
STU000329,JavaScript
STU000329,Deep Learning
STU000329,AWS
STU000329,Kubernetes
STU000329,System Design
STU000330,System Design
STU000330,Kubernetes
STU000330,NLP
STU000333,Financial Modeling
STU000333,Kubernetes
STU000333,AWS
STU000337,Statistics
STU000337,Financial Modeling
STU000337,Node.js
STU000337,Tableau
STU000337,Kubernetes
STU000338,React
STU000338,Go
STU000338,Financial Modeling
STU000338,Node.js
STU000339,SQL
STU000339,Power BI
STU000339,React
STU000339,Excel
STU000340,AWS
STU000340,Tableau
STU000340,Java
STU000340,Docker
STU000343,Problem Solving
STU000343,AWS
STU000343,NLP
STU000343,Deep Learning
STU000345,Docker
STU000345,Machine Learning
STU000345,Power BI
STU000345,Statistics
STU000345,Azure
STU000346,SQL
STU000346,AWS
STU000346,Problem Solving
STU000346,Deep Learning
STU000347,AWS
STU000347,Communication
STU000347,Machine Learning
STU000348,C++
STU000348,SQL
STU000348,Tableau
STU000348,Deep Learning
STU000349,Docker
STU000349,Financial Modeling
STU000349,Java
STU000350,Azure
STU000350,Python
STU000350,Docker
STU000352,Go
STU000352,Data Visualization
STU000352,C++
STU000352,Kubernetes
STU000353,Node.js
STU000353,Kubernetes
STU000353,Go
STU000353,Azure
STU000353,Python
STU000354,Communication
STU000354,Spark
STU000354,React
STU000354,Data Visualization
STU000355,AWS
STU000355,Deep Learning
STU000355,SQL
STU000355,Tableau
STU000355,NLP
STU000356,Deep Learning
STU000356,Problem Solving
STU000356,Power BI
STU000357,Communication
STU000357,System Design
STU000357,Kubernetes
STU000357,SQL
STU000357,Power BI
STU000357,Azure
STU000358,Machine Learning
STU000358,System Design
STU000358,Spark
STU000358,Statistics
STU000359,Azure
STU000359,Go
STU000359,Data Visualization
STU000360,Docker
STU000360,Power BI
STU000360,Deep Learning
STU000360,Communication
STU000360,Node.js
STU000360,Statistics
STU000361,Excel
STU000361,Problem Solving
STU000361,Power BI
STU000361,Tableau
STU000361,Communication
STU000361,SQL
STU000362,Machine Learning
STU000362,SQL
STU000362,Python
STU000362,AWS
STU000363,Spark
STU000363,SQL
STU000363,Data Visualization
STU000363,C++
STU000363,Azure
STU000363,Node.js
STU000364,SQL
STU000364,Node.js
STU000364,Problem Solving
STU000364,C++
STU000364,Java
STU000367,Python
STU000367,Kubernetes
STU000367,React
STU000367,C++
STU000367,Spark
STU000367,NLP
STU000368,Azure
STU000368,System Design
STU000368,JavaScript
STU000369,Power BI
STU000369,Data Visualization
STU000369,Deep Learning
STU000369,System Design
STU000369,AWS
STU000371,AWS
STU000371,Financial Modeling
STU000371,System Design
STU000371,Node.js
STU000371,Problem Solving
STU000371,Statistics
STU000374,Spark
STU000374,Financial Modeling
STU000374,Data Visualization
STU000377,Azure
STU000377,Financial Modeling
STU000377,C++
STU000377,React
STU000378,C++
STU000378,Python
STU000378,Kubernetes
STU000378,Node.js
STU000378,Azure
STU000378,Java
STU000379,Financial Modeling
STU000379,Docker
STU000379,AWS
STU000381,Deep Learning
STU000381,JavaScript
STU000381,System Design
STU000381,C++
STU000381,Kubernetes
STU000383,Tableau
STU000383,System Design
STU000383,Machine Learning
STU000383,C++
STU000383,NLP
STU000383,Kubernetes
STU000386,Power BI
STU000386,Go
STU000386,Data Visualization
STU000386,Financial Modeling
STU000386,Azure
STU000388,AWS
STU000388,Python
STU000388,React
STU000388,Financial Modeling
STU000388,Deep Learning
STU000390,Azure
STU000390,Data Visualization
STU000390,Statistics
STU000390,Machine Learning
STU000390,SQL
STU000390,Kubernetes
STU000391,Power BI
STU000391,Node.js
STU000391,C++
STU000391,Spark
STU000391,Tableau
STU000392,NLP
STU000392,Go
STU000392,Azure
STU000392,Communication
STU000392,Problem Solving
STU000392,Data Visualization
STU000393,C++
STU000393,SQL
STU000393,Tableau
STU000393,Java
STU000393,Docker
STU000393,Go
STU000394,Azure
STU000394,JavaScript
STU000394,System Design
STU000394,Power BI
STU000395,JavaScript
STU000395,AWS
STU000395,Azure
STU000396,Communication
STU000396,JavaScript
STU000396,Statistics
STU000396,Deep Learning
STU000397,Python
STU000397,Power BI
STU000397,Problem Solving
STU000397,Machine Learning
STU000397,Go
STU000398,JavaScript
STU000398,Kubernetes
STU000398,Java
STU000399,Python
STU000399,AWS
STU000399,Spark
STU000400,Python
STU000400,Deep Learning
STU000400,SQL
STU000400,System Design
STU000402,Tableau
STU000402,Deep Learning
STU000402,Spark
STU000402,SQL
STU000403,System Design
STU000403,React
STU000403,Deep Learning
STU000403,Go
STU000403,Kubernetes
STU000403,Node.js
STU000406,Node.js
STU000406,Statistics
STU000406,Tableau
STU000407,Problem Solving
STU000407,Power BI
STU000407,Python
STU000407,Tableau
STU000409,Kubernetes
STU000409,Statistics
STU000409,Excel
STU000410,SQL
STU000410,Azure
STU000410,JavaScript
STU000410,C++
STU000412,SQL
STU000412,Spark
STU000412,Statistics
STU000412,C++
STU000414,Data Visualization
STU000414,NLP
STU000414,SQL
STU000414,Node.js
STU000414,Azure
STU000414,Python
STU000415,Java
STU000415,Statistics
STU000415,JavaScript
STU000415,Communication
STU000415,React
STU000416,Java
STU000416,Tableau
STU000416,JavaScript
STU000418,Communication
STU000418,Spark
STU000418,Node.js
STU000419,Excel
STU000419,Data Visualization
STU000419,Java
STU000421,Financial Modeling
STU000421,Docker
STU000421,NLP
STU000421,Machine Learning
STU000421,Power BI
STU000421,Statistics
STU000426,Deep Learning
STU000426,Data Visualization
STU000426,Node.js
STU000426,System Design
STU000426,JavaScript
STU000428,Power BI
STU000428,Excel
STU000428,Data Visualization
STU000428,Python
STU000428,Communication
STU000428,Problem Solving
STU000429,React
STU000429,C++
STU000429,Excel
STU000429,Deep Learning
STU000430,Kubernetes
STU000430,Statistics
STU000430,Python
STU000430,Tableau
STU000430,JavaScript
STU000430,System Design
STU000431,Java
STU000431,Kubernetes
STU000431,Deep Learning
STU000431,Machine Learning
STU000431,React
STU000431,Communication
STU000433,Tableau
STU000433,Statistics
STU000433,Communication
STU000433,Power BI
STU000434,Power BI
STU000434,React
STU000434,Java
STU000434,Data Visualization
STU000436,Kubernetes
STU000436,System Design
STU000436,Problem Solving
STU000436,AWS
STU000436,Node.js
STU000437,Statistics
STU000437,NLP
STU000437,Azure
STU000437,JavaScript
STU000437,System Design
STU000437,C++
STU000438,Java
STU000438,SQL
STU000438,Statistics
STU000439,Python
STU000439,Financial Modeling
STU000439,Spark
STU000439,Go
STU000441,System Design
STU000441,Problem Solving
STU000441,NLP
STU000441,React
STU000441,Azure
STU000441,JavaScript
STU000442,Kubernetes
STU000442,React
STU000442,AWS
STU000443,JavaScript
STU000443,React
STU000443,Financial Modeling
STU000443,AWS
STU000443,Python
STU000445,JavaScript
STU000445,NLP
STU000445,Python
STU000445,Java
STU000446,Problem Solving
STU000446,Deep Learning
STU000446,Data Visualization
STU000446,Machine Learning
STU000446,Go
STU000448,Python
STU000448,Go
STU000448,Node.js
STU000448,System Design
STU000448,Data Visualization
STU000449,Communication
STU000449,Kubernetes
STU000449,React
STU000451,Excel
STU000451,Power BI
STU000451,Machine Learning
STU000451,SQL
STU000451,Tableau
STU000451,Kubernetes
STU000452,Docker
STU000452,SQL
STU000452,System Design
STU000452,JavaScript
STU000453,Azure
STU000453,Node.js
STU000453,NLP
STU000454,Azure
STU000454,AWS
STU000454,Spark
STU000456,Java
STU000456,Communication
STU000456,Deep Learning
STU000456,Tableau
STU000456,Problem Solving
STU000456,Statistics
STU000458,Machine Learning
STU000458,Kubernetes
STU000458,System Design
STU000458,SQL
STU000459,Kubernetes
STU000459,Excel
STU000459,React
STU000460,Excel
STU000460,Node.js
STU000460,Problem Solving
STU000461,Communication
STU000461,Excel
STU000461,Problem Solving
STU000461,Go
STU000461,Docker
STU000461,Deep Learning
STU000462,Communication
STU000462,Spark
STU000462,Java
STU000462,Financial Modeling
STU000463,NLP
STU000463,Deep Learning
STU000463,JavaScript
STU000463,Financial Modeling
STU000463,C++
STU000465,Python
STU000465,Problem Solving
STU000465,React
STU000467,Go
STU000467,Power BI
STU000467,System Design
STU000467,Excel
STU000468,Deep Learning
STU000468,Kubernetes
STU000468,Node.js
STU000468,Tableau
STU000470,Communication
STU000470,Azure
STU000470,Machine Learning
STU000472,Spark
STU000472,Data Visualization
STU000472,Node.js
STU000472,Statistics
STU000472,Java
STU000474,Data Visualization
STU000474,Python
STU000474,Kubernetes
STU000474,Java
STU000474,Deep Learning
STU000474,Financial Modeling
STU000475,Machine Learning
STU000475,Statistics
STU000475,Python
STU000475,System Design
STU000475,Excel
STU000476,JavaScript
STU000476,Go
STU000476,Docker
STU000476,Tableau
STU000479,Problem Solving
STU000479,Financial Modeling
STU000479,Docker
STU000479,Data Visualization
STU000482,Go
STU000482,Tableau
STU000482,Power BI
STU000483,Python
STU000483,Problem Solving
STU000483,C++
STU000483,AWS
STU000484,Node.js
STU000484,Go
STU000484,Problem Solving
STU000484,Docker
STU000485,React
STU000485,Communication
STU000485,SQL
STU000485,Spark
STU000485,Python
STU000486,Java
STU000486,Spark
STU000486,Statistics
STU000486,Node.js
STU000487,Excel
STU000487,Power BI
STU000487,SQL
STU000488,C++
STU000488,Azure
STU000488,AWS
STU000488,Python
STU000489,Docker
STU000489,Power BI
STU000489,Kubernetes
STU000490,Docker
STU000490,Java
STU000490,Communication
STU000490,NLP
STU000490,Azure
STU000492,Communication
STU000492,Kubernetes
STU000492,Power BI
STU000493,Power BI
STU000493,Problem Solving
STU000493,Machine Learning
STU000496,System Design
STU000496,Python
STU000496,Statistics
STU000496,React
STU000496,Power BI
STU000498,Financial Modeling
STU000498,Data Visualization
STU000498,Communication
STU000498,AWS
STU000499,System Design
STU000499,Java
STU000499,Power BI
STU000499,Node.js
STU000500,Azure
STU000500,Communication
STU000500,Go
STU000500,Machine Learning
STU000500,React
STU000500,System Design
STU000501,Data Visualization
STU000501,Kubernetes
STU000501,Statistics
STU000501,Communication
STU000501,Financial Modeling
STU000502,Problem Solving
STU000502,React
STU000502,Excel
STU000502,Docker
STU000502,Machine Learning
STU000504,Excel
STU000504,NLP
STU000504,React
STU000504,Go
STU000504,JavaScript
STU000504,System Design
STU000508,Java
STU000508,JavaScript
STU000508,Machine Learning
STU000510,Python
STU000510,Excel
STU000510,Machine Learning
STU000510,Go
STU000510,Azure
STU000510,Java
STU000511,SQL
STU000511,Power BI
STU000511,C++
STU000511,Statistics
STU000512,AWS
STU000512,Azure
STU000512,JavaScript
STU000512,NLP
STU000516,Problem Solving
STU000516,Tableau
STU000516,AWS
STU000516,Node.js
STU000516,Docker
STU000516,Data Visualization
STU000517,Node.js
STU000517,Power BI
STU000517,React
STU000517,Statistics
STU000517,Spark
STU000517,Azure
STU000518,Data Visualization
STU000518,Docker
STU000518,Node.js
STU000518,JavaScript
STU000518,Azure
STU000518,Tableau
STU000521,Go
STU000521,System Design
STU000521,Communication
STU000521,Deep Learning
STU000523,SQL
STU000523,Tableau
STU000523,System Design
STU000523,Deep Learning
STU000523,React
STU000525,React
STU000525,Problem Solving
STU000525,Java
STU000525,Node.js
STU000525,Excel
STU000526,Data Visualization
STU000526,SQL
STU000526,C++
STU000526,AWS
STU000526,React
STU000526,Communication
STU000530,Python
STU000530,SQL
STU000530,Excel
STU000530,Tableau
STU000530,Azure
STU000534,Excel
STU000534,Deep Learning
STU000534,SQL
STU000536,System Design
STU000536,C++
STU000536,Spark
STU000537,Go
STU000537,System Design
STU000537,Kubernetes
STU000537,Azure
STU000537,Excel
STU000538,Go
STU000538,Data Visualization
STU000538,Statistics
STU000538,Kubernetes
STU000540,Power BI
STU000540,Statistics
STU000540,Spark
STU000541,System Design
STU000541,C++
STU000541,Tableau
STU000541,Power BI
STU000541,Java
STU000545,Machine Learning
STU000545,Data Visualization
STU000545,Docker
STU000545,Excel
STU000548,Spark
STU000548,React
STU000548,Problem Solving
STU000548,Data Visualization
STU000548,Machine Learning
STU000549,Python
STU000549,System Design
STU000549,Communication
STU000549,SQL
STU000549,Kubernetes
STU000551,C++
STU000551,SQL
STU000551,Communication
STU000551,Tableau
STU000553,C++
STU000553,Python
STU000553,Spark
STU000557,Financial Modeling
STU000557,React
STU000557,Docker
STU000559,Problem Solving
STU000559,Tableau
STU000559,System Design
STU000559,Statistics
